Marka,Fiyat,İşlemci Tipi,SSD Kapasitesi,Ram (Sistem Belleği),Ekran Kartı,Kapasite,İşletim Sistemi,Ekran Kartı Bellek Tipi,Ekran Kartı Tipi,Garanti Tipi,Ram (Sistem Belleği) Tipi,İşlemci Çekirdek Sayısı,İşlemci Nesli,İşlemci Modeli,Çözünürlük,Power Supply,Kullanım Amacı,Ekran Kartı Hafızası,Temel İşlemci Hızı (GHz),Bağlantılar,Cihaz Ağırlığı,Ekran Boyutu,İşlemci Frekansı,Ekran Yenileme Hızı,Panel Tipi,Menşei,Arttırılabilir Azami Bellek
HP,39502.73,Intel Core i5,4 TB,40 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,39602.85,Intel Core i5,4 TB,48 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,39580.6,Intel Core i5,4 TB,48 GB,Intel UHD Graphics 770,4 TB,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,39540.55,Intel Core i5,4 TB,24 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,38716.69,Intel Core i5,4 TB,40 GB,Nvidia GeForce GT 730,4 TB,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,38379.13,Intel Core i5,4 TB,36 GB,Intel UHD Graphics 770,4 TB,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,39002.11,Intel Core i5,4 TB,40 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,45724.12,Intel Core i5,4 TB,48 GB,NVIDIA GeForce GT1030,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,32399.0,Intel Core i7,512 GB,64 GB,Intel UHD Graphics 770,Yok,Free Dos (İşletim Sistemi Yok),Belirtilmemiş,Dahili,Resmi Distribütör Garantili,,12+,13. Nesil,13700,,,,,,,,,,,,,
HP,32912.79,AMD Ryzen 3,4 TB,16 GB,AMD Radeon Graphics,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,4,5. Nesil,5300G,,,Ofis - İş,Paylaşımlı,,USB,,,,,,,64 GB
HP,23052.43,Intel Core i5,,,Intel UHD Graphics 770,512 GB,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,,,,,,64 GB
Dell,97797.98,Intel Xeon,,,NVIDIA Quadro RTX 4000,1 TB,Windows,GDDR6,,Resmi Distribütör Garantili,,,,Belirtilmemiş,,,,,,,Belirtilmemiş,,,,,,
HP,32881.74,Intel Core i5,1 TB,48 GB,AMD Radeon RX550,1 TB,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,32199.0,Intel Core i7,1 TB,64 GB,Intel UHD Graphics 770,512 GB,Free Dos (İşletim Sistemi Yok),Belirtilmemiş,Dahili,Resmi Distribütör Garantili,,12+,13. Nesil,13700,,,,,,,,,,,,,
HP,35665.17,Intel Core i3,4 TB,48 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Harici,HP Türkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - İş,4 GB ve altı,1.7,USB,,,,,,,64 GB
HP,35918.15,AMD Ryzen 3,4 TB,48 GB,AMD Radeon Graphics,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,4,5. Nesil,5300G,,,Ofis - İş,Paylaşımlı,,USB,,,,,,,64 GB
HP,35711.34,Intel Core i5,4 TB,12 GB,Nvidia GeForce GT 730,4 TB,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,35711.34,Intel Core i5,,,Nvidia GeForce GT 730,4 TB,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,36184.91,Intel Core i5,1 TB,48 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
Dell,34070.4,Intel Core i7,2 TB,8 GB,Dahili Ekran Kartı,Belirtilmemiş,Ubuntu,Dahili,Dahili,Resmi Distribütör Garantili,DDR5,Belirtilmemiş,12. Nesil,12700,,,,,,,,,,,,US,
HP,25893.85,Intel Core i5,1 TB,24 GB,Dahili Ekran Kartı,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,,,,,,64 GB
HP,29855.45,Intel Core i5,1 TB,64 GB,Intel UHD Graphics 770,1 TB,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,30391.76,Intel Core i5,1 TB,32 GB,AMD Radeon RX550,1 TB,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,27123.6,Intel Core i5,1 TB,16 GB,Dahili Ekran Kartı,Yok,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,,,,,,64 GB
HP,33388.39,Intel Core i3,4 TB,48 GB,Dahili Ekran Kartı,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,8,12. Nesil,12100,,,Ofis - İş,Paylaşımlı,1.7,USB,,,,,,,64 GB
HP,47163.2,Intel Core i5,4 TB,64 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,47069.95,Intel Core i5,4 TB,24 GB,Nvidia GeForce GTX 1650,Yok,Free Dos (İşletim Sistemi Yok),GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,28220.72,Intel Core i5,256 GB,48 GB,NVIDIA GeForce GT1030,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,27651.53,Intel Core i5,256 GB,48 GB,NVIDIA GeForce GT1030,256 GB,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,28334.56,,,,,,,,,,,,,,,,,,,,Belirtilmemiş,,,,,,
HP,28170.63,Intel Core i5,1 TB,24 GB,Nvidia GeForce GT 730,1 TB,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
OEM,157999.98,Intel Xeon,1 TB,128 GB,Dahili Ekran Kartı,1 TB,Free Dos (İşletim Sistemi Yok),Belirtilmemiş,Dahili,İthalatçı Garantili,DDR4,24,Belirtilmemiş,Xeon Silver 4214,,,Tasarım,,,,Belirtilmemiş,,,,,,128 GB
HP,76499.49,Intel Core i7,2 TB,48 GB,Nvidia GeForce RTX 4060,Belirtilmemiş,Windows,GDDR6,Harici,Resmi Distribütör Garantili,DDR5,20,14. Nesil,Belirtilmemiş,,,,,,,,,,,,,
Dell,31550.4,Intel Core i7,1 TB,16 GB,Dahili Ekran Kartı,Belirtilmemiş,Ubuntu,Dahili,Dahili,Resmi Distribütör Garantili,DDR5,Belirtilmemiş,12. Nesil,12700,,,,,,,,,,,,US,
HP,49392.27,Intel Core i5,4 TB,48 GB,Nvidia GeForce GTX 1650,Yok,Free Dos (İşletim Sistemi Yok),GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,49833.13,Intel Core i5,4 TB,64 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,48587.16,Intel Core i5,4 TB,64 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,48709.24,Intel Core i5,4 TB,40 GB,Nvidia GeForce GTX 1650,Yok,Free Dos (İşletim Sistemi Yok),GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,48391.37,Intel Core i5,4 TB,48 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,41195.85,Intel Core i5,4 TB,36 GB,Dahili Ekran Kartı,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,40715.32,Intel Core i5,4 TB,48 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,40653.02,Intel Core i5,4 TB,24 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,40982.31,Intel Core i5,4 TB,40 GB,Nvidia GeForce GT 730,4 TB,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,45748.14,Intel Core i5,4 TB,16 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45058.41,Intel Core i5,4 TB,16 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45387.7,Intel Core i5,4 TB,32 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,46386.92,Intel Core i5,4 TB,20 GB,Nvidia GeForce GTX 1650,Yok,Free Dos (İşletim Sistemi Yok),GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45748.14,Intel Core i5,4 TB,20 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45102.9,Intel Core i5,4 TB,24 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45387.7,Intel Core i5,4 TB,36 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45659.14,Intel Core i5,4 TB,24 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,45805.99,Intel Core i5,4 TB,64 GB,Dahili Ekran Kartı,Yok,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,29126.88,Intel Core i5,1 TB,36 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,45988.43,Intel Core i5,4 TB,40 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,26850.1,Intel Core i5,1 TB,32 GB,Intel UHD Graphics 770,1 TB,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,44358.05,Intel Core i5,4 TB,32 GB,NVIDIA GeForce GT1030,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43725.61,Intel Core i5,4 TB,32 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,44137.28,Intel Core i5,4 TB,64 GB,AMD Radeon RX550,4 TB,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,44163.98,Intel Core i5,4 TB,36 GB,Nvidia GeForce GTX 1650,Yok,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
LENOVO,28499.0,Intel Core i5,,,Intel UHD Graphics 730,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,Resmi Distribütör Garantili,DDR4,6,12. Nesil,12400,,,Ofis - İş,,2.5,,Belirtilmemiş,,2.50 GHz - 3.00 GHz,,,CN,
OEM,48999.99,Intel Xeon,,,AMD Radeon RX 570,512 GB,Free Dos (İşletim Sistemi Yok),GDDR5X,Harici,İthalatçı Garantili,DDR4,,,,,500 W ve üstü,Tasarım,8 GB,3 - 4,HDMI,4 kg ve üzeri,,3.00 GHz üstü,,,,128 GB
HP,43963.73,Intel Core i5,4 TB,32 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43945.93,Intel Core i5,4 TB,16 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43963.73,Intel Core i5,4 TB,36 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43945.93,Intel Core i5,4 TB,20 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,44163.98,Intel Core i5,4 TB,32 GB,Nvidia GeForce GTX 1650,4 TB,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,38873.54,Intel Core i5,4 TB,12 GB,Dahili Ekran Kartı,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,44546.67,Intel Core i5,4 TB,24 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
Dell,24849.0,Intel Core i5,,,Dahili Ekran Kartı,1 TB,Free Dos (İşletim Sistemi Yok),DDR4,,Resmi Distribütör Garantili,,,,12500,,,,,,,4 kg ve üzeri,,,,,TR,
HP,78799.49,Intel Core i7,2 TB,64 GB,Nvidia GeForce RTX 4060,Belirtilmemiş,Windows,GDDR6,Harici,Resmi Distribütör Garantili,DDR5,20,14. Nesil,Belirtilmemiş,,,,,,,,,,,,,
HP,44764.71,Intel Core i5,4 TB,40 GB,Nvidia GeForce GTX 1650,4 TB,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
LENOVO,29699.0,Intel Core i5,,,Intel UHD Graphics 730,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,Resmi Distribütör Garantili,DDR4,6,12. Nesil,12400,,,Ofis - İş,,2.5,,Belirtilmemiş,,2.50 GHz - 3.00 GHz,,,CN,
LENOVO,32299.89,Intel Core i3,2 TB,32 GB,Intel UHD Graphics 730,Yok,Windows,Dahili,Dahili,Lenovo Türkiye Garantili,DDR4,4,12. Nesil,12100,,,,,,,Belirtilmemiş,"21,5 inç",,,,,
Corsair,76772.5,AMD Ryzen 7,1 TB,32 GB,Nvidia GeForce RTX 4070,1 TB,Free Dos (İşletim Sistemi Yok),GDDR5,Harici,İthalatçı Garantili,DDR5,12+,5. Nesil,7800X,,500 W ve üstü,,12 GB,,,,,3.00 GHz üstü,,,,
HP,74399.49,Intel Core i7,2 TB,32 GB,Nvidia GeForce RTX 4060,Belirtilmemiş,Windows,GDDR6,Harici,Resmi Distribütör Garantili,DDR5,20,14. Nesil,Belirtilmemiş,,,,,,,,,,,,,
HP,41720.99,Intel Core i5,4 TB,16 GB,Dahili Ekran Kartı,Yok,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,41720.99,Intel Core i5,4 TB,20 GB,Dahili Ekran Kartı,Yok,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,41965.74,Intel Core i5,4 TB,16 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,41965.74,Intel Core i5,4 TB,20 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,40882.19,Intel Core i5,4 TB,36 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,40882.19,Intel Core i5,4 TB,32 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,40742.02,Intel Core i5,4 TB,16 GB,Nvidia GeForce GTX 1650,4 TB,Windows,GDDR6,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,Belirtilmemiş,,,,,,64 GB
HP,41022.36,Intel Core i5,4 TB,64 GB,Intel UHD Graphics 770,4 TB,Windows,Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,Belirtilmemiş,,,,,,64 GB
Dell,33818.4,Intel Core i7,1 TB,16 GB,Dahili Ekran Kartı,Belirtilmemiş,Windows,Dahili,Dahili,Resmi Distribütör Garantili,DDR5,Belirtilmemiş,12. Nesil,12700,,,,,,,,,,,,US,
HP,76399.49,Intel Core i7,1 TB,48 GB,Nvidia GeForce RTX 4060,Belirtilmemiş,Windows,GDDR6,Harici,Resmi Distribütör Garantili,DDR5,20,14. Nesil,Belirtilmemiş,,,,,,,,,,,,,
Dell,33566.4,Intel Core i7,1 TB,32 GB,Dahili Ekran Kartı,Belirtilmemiş,Ubuntu,Dahili,Dahili,Resmi Distribütör Garantili,DDR5,Belirtilmemiş,12. Nesil,12700,,,,,,,,,,,,US,
Dell,36590.4,Intel Core i7,2 TB,8 GB,Dahili Ekran Kartı,Belirtilmemiş,Windows,Dahili,Dahili,Resmi Distribütör Garantili,DDR5,Belirtilmemiş,12. Nesil,12700,,,,,,,,,,,,US,
Zetta,25376.95,Intel Core i5,,,Nvidia GeForce GT 730,Yok,Windows,GDDR5,Harici,Resmi Distribütör Garantili,,6,12. Nesil,12400,,,,,,,Belirtilmemiş,,,,,,
HP,39556.57,Intel Core i5,4 TB,20 GB,Nvidia GeForce GT 730,Yok,Windows,Belirtilmemiş,Harici,HP Türkiye Garantili,DDR4,14,13. Nesil,13500,1920 x 1080,180 - 250 W,Ofis - İş,4 GB ve altı,1.8,USB,4 kg ve üzeri,23.8 inç,2.00 GHz - 2.40 GHz,75 Hz,IPS,,64 GB
HP,41545.22,Intel Core i5,4 TB,64 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,,,,,,64 GB
HP,40239.61,Intel Core i5,4 TB,24 GB,Dahili Ekran Kartı,Yok,Free Dos (İşletim Sistemi Yok),Dahili,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,Paylaşımlı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42086.33,Intel Core i5,4 TB,20 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42086.33,Intel Core i5,4 TB,16 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,28949.0,Intel Core i7,1 TB,16 GB,Intel UHD Graphics 770,512 GB,Free Dos (İşletim Sistemi Yok),Belirtilmemiş,Dahili,Resmi Distribütör Garantili,,12+,13. Nesil,13700,,,,,,,,,,,,,
HP,29149.0,Intel Core i7,512 GB,16 GB,Intel UHD Graphics 770,512 GB,Free Dos (İşletim Sistemi Yok),Belirtilmemiş,Dahili,Resmi Distribütör Garantili,,12+,13. Nesil,13700,,,,,,,,,,,,,
HP,43078.21,Intel Core i5,4 TB,16 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42769.36,Intel Core i5,4 TB,24 GB,Nvidia GeForce GT 730,Yok,Free Dos (İşletim Sistemi Yok),DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43351.21,Intel Core i5,4 TB,16 GB,AMD Radeon RX550,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42566.47,Intel Core i5,4 TB,24 GB,Nvidia GeForce GT 730,Yok,Windows,DDR3,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43078.21,Intel Core i5,4 TB,20 GB,AMD Radeon RX550,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42718.77,Intel Core i5,4 TB,16 GB,NVIDIA GeForce GT1030,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,43351.21,Intel Core i5,4 TB,20 GB,AMD Radeon RX550,Yok,Free Dos (İşletim Sistemi Yok),GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
HP,42521.97,Intel Core i5,4 TB,20 GB,NVIDIA GeForce GT1030,Yok,Windows,GDDR5,Dahili,HP Türkiye Garantili,DDR4,20,13. Nesil,13500,,,Ofis - İş,4 GB ve altı,1.8,USB,,23.8 inç,,,,,64 GB
